,Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Credit_Score,Loan_Purpose,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status
0,406409,Female,53,Single,0,High School,Employed,Freelancer,Rent,21008.96741196719,311,Education,1,19,1
0,406448,Male,42,Married,0,Graduate,Self-Employed,Business,Other,20757.527532762226,822,Vehicle,3,23,1
0,406458,Male,51,Married,1,Graduate,Employed,Salaried,Other,20623.80560858105,648,Personal,0,8,1
0,406489,Female,37,Married,2,Graduate,Self-Employed,Professional,Other,20644.265253508285,446,Home,9,26,1
0,406501,Female,62,Married,0,High School,Employed,Professional,Own,20887.909239386772,817,Personal,2,19,0
0,406556,Female,45,Divorced,2,High School,Unemployed,Salaried,Rent,21005.14215309,848,Home,3,12,1
0,406618,Male,31,Single,2,High School,Self-Employed,Freelancer,Other,20374.884660465385,846,Home,9,6,0
0,406703,Female,24,Married,3,High School,Employed,Professional,Own,21213.664768989576,387,Vehicle,5,20,0
0,406725,Male,42,Married,3,High School,Employed,Business,Own,21405.991519976596,512,Education,8,19,1
0,406728,Male,59,Divorced,3,High School,Self-Employed,Professional,Own,20830.59705796203,306,Vehicle,5,27,1
0,406814,Male,30,Married,2,Postgraduate,Employed,Professional,Own,22596.569567059672,839,Personal,6,11,0
0,406939,Male,39,Married,0,Graduate,Employed,Freelancer,Rent,21450.927622403255,799,Home,8,15,0
0,406981,Male,32,Divorced,0,High School,Unemployed,Freelancer,Own,21040.437631695266,300,Personal,3,17,0
0,406985,Male,39,Single,0,High School,Employed,Salaried,Own,21084.000704600952,848,Vehicle,2,21,1
0,407005,Male,40,Married,2,Graduate,Self-Employed,Salaried,Own,21995.66459965283,316,Home,1,23,0
0,407015,Male,46,Married,0,High School,Self-Employed,Freelancer,Own,20728.74556390742,790,Education,1,25,0
0,407028,Female,29,Married,3,High School,Self-Employed,Professional,Own,22444.54947616328,815,Personal,2,26,1
0,407037,Female,37,Married,0,Postgraduate,Employed,Freelancer,Own,20676.29132101204,528,Personal,5,16,1
0,407109,Male,63,Married,2,High School,Employed,Business,Own,21040.437631695266,847,Home,5,18,1
0,407153,Male,52,Single,0,Postgraduate,Employed,Freelancer,Other,21293.46843274927,300,Home,0,19,0
0,407466,Male,27,Single,0,High School,Employed,Professional,Rent,20771.271168318563,461,Vehicle,5,25,0
0,407477,Female,48,Single,2,Graduate,Employed,Freelancer,Rent,20537.18058091821,329,Personal,1,9,1
0,407549,Male,49,Single,3,Graduate,Employed,Business,Other,20805.76417376583,832,Home,0,7,1
0,407647,Male,48,Married,3,Graduate,Unemployed,Salaried,Rent,21586.945454443117,838,Home,3,12,1
0,407678,Male,34,Single,0,Postgraduate,Employed,Business,Own,20614.59700675392,642,Personal,7,22,0
0,407786,Male,47,Married,0,High School,Employed,Freelancer,Own,21410.996544378904,764,Education,8,24,1
0,408017,Male,47,Married,0,Graduate,Employed,Salaried,Own,20310.96045596132,780,Education,0,27,0
0,408032,Male,21,Single,1,High School,Employed,Professional,Own,23396.01925521742,455,Home,4,23,0
0,408057,Male,35,Single,3,High School,Self-Employed,Professional,Rent,20873.04740913585,849,Education,0,28,1
0,408066,Male,44,Single,3,Graduate,Employed,Freelancer,Own,21395.34763367762,849,Vehicle,5,21,0
0,408110,Male,42,Single,2,High School,Unemployed,Salaried,Own,20906.225877351153,546,Vehicle,3,21,1
0,408259,Female,27,Single,2,Graduate,Employed,Freelancer,Own,21705.979656999716,431,Home,9,9,0
0,408350,Male,40,Married,0,High School,Employed,Salaried,Own,20926.911281990357,849,Home,7,8,1
0,408406,Female,67,Married,0,Graduate,Employed,Business,Own,20771.926897663783,305,Home,2,20,0
0,408411,Female,30,Married,0,Graduate,Employed,Salaried,Own,21040.437631695266,782,Vehicle,4,16,0
0,408456,Male,36,Single,1,Graduate,Unemployed,Business,Own,21758.177354767864,379,Personal,9,28,1
0,408491,Male,34,Married,1,High School,Employed,Salaried,Own,21040.437631695266,704,Home,0,22,1
0,408561,Male,52,Married,3,Graduate,Unemployed,Professional,Own,21330.869633758895,783,Education,8,12,1
0,408599,Male,20,Married,2,High School,Employed,Professional,Own,20458.371970192027,849,Personal,4,17,1
0,408679,Male,34,Divorced,0,High School,Employed,Business,Own,20538.76260920284,727,Personal,3,9,1
0,408700,Female,21,Married,0,Postgraduate,Unemployed,Business,Own,20830.026159538887,509,Education,5,9,1
0,408713,Male,31,Married,3,Postgraduate,Unemployed,Business,Own,21040.24642006043,569,Personal,4,6,0
0,408734,Male,29,Married,0,Graduate,Unemployed,Professional,Other,21511.038198075898,849,Home,3,26,1
0,408751,Female,36,Married,0,High School,Employed,Professional,Own,21040.437631695266,311,Home,0,10,1
0,408804,Male,69,Single,3,Graduate,Employed,Freelancer,Own,20749.4391779907,848,Home,5,7,1
0,409051,Female,42,Married,2,High School,Self-Employed,Business,Own,23429.584935544768,408,Education,3,16,0
0,409066,Male,49,Married,2,High School,Employed,Freelancer,Other,21040.437631695266,725,Personal,0,11,0
0,409260,Male,45,Single,1,High School,Employed,Salaried,Own,22398.520149434422,655,Education,0,28,1
0,409416,Male,35,Married,0,Postgraduate,Unemployed,Freelancer,Own,21040.437631695266,780,Home,8,7,1
0,409440,Female,38,Single,1,High School,Self-Employed,Salaried,Rent,20928.44097506903,705,Personal,7,27,1
0,409744,Male,31,Single,0,High School,Employed,Business,Own,25036.737881693727,849,Vehicle,9,17,1
0,409791,Female,27,Married,0,Graduate,Self-Employed,Business,Rent,20249.711161983916,838,Home,8,25,0
0,409804,Male,36,Single,2,Graduate,Unemployed,Freelancer,Own,21325.78012049468,727,Home,6,20,0
0,409888,Male,37,Married,3,Graduate,Employed,Salaried,Rent,21040.437631695266,722,Vehicle,9,12,0
0,409977,Female,45,Married,3,Graduate,Employed,Salaried,Own,20720.37945627814,849,Home,1,23,1
0,410059,Female,30,Married,1,Graduate,Employed,Business,Rent,21391.592497135207,486,Home,8,11,1
0,410098,Female,25,Married,0,Graduate,Unemployed,Freelancer,Own,23569.182769320178,464,Education,2,7,0
0,410163,Male,29,Married,3,High School,Unemployed,Freelancer,Own,21040.437631695266,668,Vehicle,8,17,0
0,410174,Male,56,Married,3,High School,Employed,Salaried,Rent,20985.494901065686,846,Home,0,27,1
0,410234,Male,47,Married,2,Postgraduate,Employed,Freelancer,Rent,21453.57585223668,366,Vehicle,4,24,0
0,410375,Male,52,Single,1,Graduate,Employed,Freelancer,Rent,21287.304508492187,798,Home,0,8,1
0,410477,Female,22,Married,1,Graduate,Self-Employed,Business,Own,20982.101664182763,848,Vehicle,6,11,0
0,410516,Male,33,Married,1,High School,Unemployed,Freelancer,Own,20927.461656803323,635,Personal,5,19,1
0,410549,Male,64,Married,3,Graduate,Unemployed,Salaried,Own,21018.659002753862,409,Home,4,27,0
0,410689,Male,30,Single,0,Graduate,Employed,Salaried,Rent,21148.35727315945,839,Home,0,25,1
0,410721,Male,34,Married,2,High School,Employed,Professional,Own,21390.221862035425,364,Home,6,19,1
0,410730,Male,28,Single,1,Postgraduate,Self-Employed,Freelancer,Own,21443.95677820597,511,Home,0,14,1
0,410749,Male,57,Married,1,Postgraduate,Employed,Business,Own,21562.95985328714,758,Vehicle,0,20,1
0,410808,Male,24,Married,3,Graduate,Unemployed,Professional,Own,21459.695992792047,846,Personal,0,25,1
0,410901,Male,39,Single,1,High School,Unemployed,Business,Own,21521.691662059628,700,Vehicle,7,8,0
0,410918,Male,25,Single,0,High School,Self-Employed,Freelancer,Other,20406.446552318925,844,Personal,9,25,0
0,410927,Male,24,Married,1,Graduate,Employed,Salaried,Rent,21531.270715050487,594,Education,6,21,0
0,411103,Male,37,Single,1,Graduate,Employed,Professional,Own,22233.501430031185,679,Vehicle,6,7,0
0,411145,Male,43,Married,2,High School,Employed,Professional,Rent,20811.8808937195,300,Personal,1,26,0
0,411184,Male,39,Single,3,Graduate,Self-Employed,Professional,Own,21214.25516484239,309,Home,5,26,1
0,411575,Male,35,Married,2,High School,Employed,Business,Rent,20603.301837891933,824,Home,0,17,1
0,411681,Male,64,Single,2,Postgraduate,Employed,Freelancer,Rent,21084.42417509098,849,Vehicle,3,18,1
0,411793,Male,38,Married,3,Postgraduate,Employed,Business,Own,22332.453964148015,359,Home,4,15,0
0,411874,Female,39,Single,2,Postgraduate,Employed,Business,Rent,20748.507748148742,567,Home,1,24,0
0,411877,Male,44,Single,3,Postgraduate,Unemployed,Salaried,Own,20889.63151234096,768,Personal,5,18,1
0,411883,Male,23,Single,2,High School,Employed,Business,Rent,20820.671840079485,747,Home,6,21,1
0,411903,Male,26,Married,3,Graduate,Self-Employed,Business,Other,22116.48059363314,848,Education,1,10,1
0,411918,Male,57,Divorced,3,Graduate,Employed,Freelancer,Rent,22580.997961956728,820,Vehicle,9,15,1
0,411945,Male,37,Single,2,Graduate,Employed,Salaried,Own,22417.977558064584,753,Personal,1,20,0
0,411949,Male,24,Married,0,High School,Self-Employed,Professional,Own,20829.284573091085,848,Home,0,23,1
0,412043,Male,33,Single,1,Postgraduate,Employed,Professional,Rent,20796.785778432873,362,Home,6,22,0
0,412064,Male,53,Married,2,Postgraduate,Self-Employed,Business,Rent,20380.2806596416,476,Home,4,7,1
0,412152,Male,36,Married,0,High School,Self-Employed,Business,Own,20571.188545044915,849,Education,2,29,1
0,412159,Female,26,Married,3,High School,Employed,Professional,Own,21064.938033406565,832,Education,6,14,1
0,412179,Male,28,Married,2,Graduate,Unemployed,Freelancer,Rent,21040.437631695266,848,Personal,3,13,1
0,412199,Male,37,Married,0,Postgraduate,Self-Employed,Professional,Rent,20410.129172105368,784,Home,4,29,1
0,412229,Female,41,Married,2,Postgraduate,Employed,Professional,Rent,21361.31675151955,847,Home,0,16,1
0,412460,Female,29,Divorced,0,Postgraduate,Employed,Professional,Own,21034.03323913892,418,Home,7,12,0
0,412506,Male,27,Married,3,High School,Self-Employed,Freelancer,Other,22594.584933955368,849,Home,5,24,0
0,412516,Female,30,Married,0,High School,Unemployed,Salaried,Own,21134.936542403262,849,Home,6,27,1
0,412539,Male,34,Single,3,Graduate,Self-Employed,Professional,Own,21779.33719686237,788,Personal,5,13,1
0,412544,Male,35,Married,3,Graduate,Employed,Business,Other,21250.72459394989,846,Home,4,12,1
0,412603,Male,44,Married,2,Graduate,Employed,Business,Rent,20735.385977980826,827,Home,2,17,1
0,412623,Female,41,Married,3,Postgraduate,Self-Employed,Salaried,Own,20287.184537689336,528,Personal,8,8,1
0,412681,Female,31,Single,1,High School,Unemployed,Business,Own,22424.18458190304,367,Home,0,13,0
0,412731,Male,57,Married,3,Graduate,Unemployed,Freelancer,Own,21040.437631695266,651,Vehicle,9,26,1
0,412861,Female,25,Married,0,Graduate,Employed,Professional,Own,20388.73057201245,648,Personal,1,28,1
0,412919,Male,51,Single,1,High School,Employed,Business,Own,22042.32194885317,839,Personal,8,20,0
0,412962,Male,31,Single,1,Postgraduate,Employed,Salaried,Own,21040.437631695266,849,Home,4,7,1
0,413086,Female,29,Single,1,Postgraduate,Employed,Salaried,Own,21040.437631695266,303,Vehicle,3,28,1
0,413090,Female,37,Single,3,Graduate,Employed,Salaried,Rent,23046.8014765182,698,Vehicle,7,24,0
0,413101,Female,50,Single,3,Graduate,Employed,Salaried,Own,20953.10488154142,400,Personal,9,13,1
0,413152,Female,44,Married,3,Graduate,Unemployed,Professional,Own,24407.9050696757,709,Home,0,13,1
0,413271,Female,29,Single,3,Graduate,Unemployed,Professional,Own,21040.437631695266,348,Home,8,24,0
0,413458,Female,39,Single,3,Graduate,Employed,Professional,Other,21026.147041927656,407,Vehicle,1,13,1
0,413486,Male,56,Single,2,Postgraduate,Employed,Salaried,Rent,21525.436536796948,848,Home,9,20,1
0,413495,Male,49,Single,0,Postgraduate,Self-Employed,Business,Own,23214.185541994564,731,Home,0,27,1
0,413662,Male,41,Married,2,High School,Employed,Professional,Own,21087.342290398257,304,Home,9,8,0
0,413687,Male,35,Married,3,Graduate,Self-Employed,Professional,Own,21019.7337558069,822,Education,6,7,0
0,413708,Male,22,Divorced,0,Graduate,Unemployed,Freelancer,Rent,21216.65574311299,849,Personal,3,7,1
0,413744,Male,69,Single,0,High School,Self-Employed,Professional,Other,22867.713480277118,755,Education,8,11,1
0,413773,Male,44,Single,2,High School,Employed,Freelancer,Other,20746.27580554178,384,Vehicle,4,15,0
0,413795,Male,35,Married,1,High School,Self-Employed,Business,Own,20374.486160367742,779,Vehicle,6,19,1
0,413828,Female,22,Single,2,Graduate,Self-Employed,Business,Own,20529.70075118849,321,Education,9,19,1
0,413846,Female,48,Single,3,High School,Employed,Professional,Rent,21360.940485332932,780,Home,9,25,1
0,413850,Male,48,Married,2,Postgraduate,Employed,Professional,Rent,21040.437631695266,819,Vehicle,8,18,1
0,413905,Female,33,Single,3,Postgraduate,Employed,Professional,Own,21217.12299730473,301,Personal,7,9,0
0,413960,Female,52,Single,3,High School,Employed,Freelancer,Own,21040.437631695266,846,Vehicle,7,13,1
0,414073,Female,53,Single,0,Graduate,Employed,Salaried,Own,20821.622083230774,302,Education,6,12,1
0,414110,Female,58,Married,1,Graduate,Unemployed,Business,Own,23560.067891979532,332,Vehicle,9,12,0
0,414130,Male,37,Single,2,Postgraduate,Employed,Professional,Own,21455.533462587584,767,Personal,2,15,1
0,414223,Male,26,Married,3,Graduate,Self-Employed,Freelancer,Own,20520.50309528679,680,Personal,7,18,0
0,414273,Female,32,Single,3,Graduate,Self-Employed,Professional,Own,20607.100758136057,309,Personal,6,20,0
0,414470,Male,37,Divorced,3,High School,Unemployed,Salaried,Own,20479.92791796299,459,Personal,5,7,1
0,414485,Female,34,Divorced,3,Postgraduate,Employed,Freelancer,Rent,23032.186955769932,314,Education,0,15,1
0,414557,Male,30,Single,3,Graduate,Self-Employed,Salaried,Other,20808.072395790623,849,Home,8,15,1
0,414595,Female,63,Single,3,High School,Unemployed,Business,Own,21040.437631695266,731,Vehicle,1,26,0
0,414614,Male,50,Married,0,High School,Employed,Professional,Own,20466.537288501728,305,Home,9,7,0
0,414660,Male,34,Single,3,Graduate,Self-Employed,Freelancer,Own,20749.626626963665,795,Home,4,12,0
0,414673,Male,42,Married,2,Graduate,Employed,Freelancer,Own,20907.87768591039,497,Home,9,10,0
0,414803,Female,23,Single,0,High School,Employed,Freelancer,Rent,20986.799176492557,810,Home,9,22,0
0,414919,Male,43,Married,0,Graduate,Self-Employed,Business,Own,20838.88996471501,825,Home,4,18,0
0,414927,Male,32,Married,0,High School,Self-Employed,Business,Own,20419.33743187233,369,Home,7,24,1
0,414929,Female,36,Married,0,High School,Self-Employed,Freelancer,Rent,20860.553661439408,735,Home,7,17,1
0,414930,Male,48,Married,2,High School,Unemployed,Salaried,Other,20634.54458760719,323,Vehicle,3,13,0
0,414935,Female,34,Married,1,Graduate,Self-Employed,Freelancer,Own,21014.57822492995,578,Vehicle,9,9,0
0,414940,Male,35,Single,0,Graduate,Employed,Freelancer,Rent,21508.170365613558,847,Personal,1,20,0
0,414941,Male,60,Married,0,Graduate,Unemployed,Business,Own,20458.327502369975,368,Vehicle,9,16,1
0,414942,Female,40,Single,0,High School,Employed,Business,Rent,21325.269082601226,489,Personal,3,12,0
0,415005,,24,Married,0,High School,Unemployed,Business,Own,21040.437631695266,849,Vehicle,4,12,1
0,415037,Male,31,Married,3,Graduate,Employed,Freelancer,Own,20877.07448351313,840,Home,8,26,1
0,415083,Male,23,Married,3,Graduate,Employed,Salaried,Own,20634.061598647644,837,Education,3,8,1
0,415117,Male,58,Married,3,Postgraduate,Self-Employed,Business,Own,21643.241717163997,559,Home,9,29,1
0,415120,Female,53,Married,2,High School,Self-Employed,Business,Own,21898.818814120874,790,Education,3,11,1
0,415155,Female,24,Single,1,Graduate,Self-Employed,Professional,Own,20994.535551349516,678,Home,6,10,0
0,415270,Male,21,Single,2,Graduate,Self-Employed,Freelancer,Other,20418.08685989209,688,Education,1,24,0
0,415303,Female,55,Married,1,High School,Unemployed,Business,Rent,21039.66833837372,824,Education,7,13,1
0,415386,Female,50,Single,3,High School,Self-Employed,Salaried,Own,21053.856310090436,815,Home,0,23,0
0,415388,Female,55,Single,0,High School,Employed,Freelancer,Rent,20879.67106226094,847,Home,6,19,0
0,415390,Female,28,Single,3,Postgraduate,Employed,Business,Other,20831.40842468444,806,Home,1,8,0
0,415453,Male,30,Married,1,Graduate,Employed,Freelancer,Own,20722.170483326423,482,Home,4,22,1
0,415459,Male,30,Married,1,High School,Unemployed,Professional,Own,21096.063114423465,340,Home,2,13,0
0,415487,Male,39,Married,3,Graduate,Employed,Salaried,Own,20835.068810559857,364,Home,6,9,0
0,415497,Female,37,Single,1,High School,Self-Employed,Professional,Own,21235.53678035729,792,Personal,6,20,1
0,415500,Male,38,Single,2,High School,Employed,Salaried,Own,20812.166856021326,762,Vehicle,2,16,1
0,415506,Male,28,Married,3,High School,Employed,Freelancer,Rent,20663.031358535583,627,Education,8,22,0
0,415535,Female,47,Divorced,3,High School,Employed,Professional,Own,20510.68802077887,787,Education,1,20,1
0,415540,Female,34,Married,1,Graduate,Self-Employed,Salaried,Own,21040.437631695266,748,Vehicle,5,26,0
0,415588,Female,34,Married,3,Postgraduate,Self-Employed,Business,Own,21577.638681347296,796,Education,1,16,1
0,415612,Male,22,Married,1,Graduate,Employed,Salaried,Own,21393.711901946357,649,Education,2,16,0
0,415620,Male,62,Single,0,Graduate,Unemployed,Freelancer,Own,20840.368006708064,823,Education,2,10,1
0,415625,Male,36,Single,3,Postgraduate,Unemployed,Salaried,Other,21040.437631695266,722,Vehicle,2,25,1
0,415692,Male,32,Single,1,Postgraduate,Self-Employed,Business,Other,21534.0475595077,849,Personal,0,7,1
0,415891,Male,40,Married,3,High School,Employed,Freelancer,Own,21178.070671856207,849,Vehicle,1,26,1
0,416040,Male,37,Married,1,Graduate,Self-Employed,Business,Rent,20903.532495575335,703,Personal,5,11,1
0,416078,Female,41,Single,1,Graduate,Employed,Freelancer,Own,20330.704168953478,841,Home,6,22,1
0,416144,Male,39,Married,2,High School,Self-Employed,Salaried,Other,21040.437631695266,847,Home,2,22,1
0,416152,Male,44,Single,2,Postgraduate,Employed,Salaried,Rent,21890.37266441189,415,Vehicle,7,26,1
0,416153,Male,27,Divorced,3,High School,Self-Employed,Freelancer,Own,21040.437631695266,834,Home,5,16,1
0,416211,Female,49,Married,3,Postgraduate,Employed,Business,Own,21319.34357428239,831,Personal,7,27,1
0,416289,Male,33,Single,0,High School,Employed,Freelancer,Other,20807.319179297057,412,Home,9,8,0
0,416320,Male,36,Married,2,High School,Self-Employed,Freelancer,Rent,20877.63922485322,752,Personal,3,10,1
0,416519,Male,32,Single,0,Graduate,Unemployed,Salaried,Rent,21805.976842874657,794,Education,4,15,0
0,416570,Female,37,Married,2,High School,Unemployed,Business,Rent,21083.177707832776,490,Personal,1,12,0
0,416656,Male,40,Married,2,High School,Employed,Professional,Rent,20691.9145772006,324,Home,9,24,1
0,416663,Male,24,Married,0,High School,Self-Employed,Salaried,Rent,20932.519700531928,419,Education,1,14,1
0,416694,Male,60,Married,2,Graduate,Self-Employed,Freelancer,Rent,21114.089343303815,460,Personal,4,7,0
0,416787,Female,36,Single,2,High School,Employed,Freelancer,Own,20651.951003460134,403,Personal,0,22,0
